ISBN	douban_id	5star	4star	3star	2star	1star	short_comment	long_comment	note	reading	collectiongs	wishes	url_pic	title	score	users
9787531321477	1048732	35.3%	45.6%	17.6%	0.7%	0.7%	25	2	0.0	9.0	177.0	71.0	https://img3.doubanio.com/lpic/s8963673.jpg	五个孩子和一个怪物	8.2	136
9787303146963	20282908	0	0	0	1	1	2	https://img1.doubanio.com/lpic/s24414429.jpg						让孩子着迷的经典	8.2	10
9787115422736	26831466	0.0%	70.0%	30.0%	0.0%	0.0%	6	0	0.0	0.0	20.0	0.0	https://img1.doubanio.com/lpic/s28873299.jpg	会讲故事的涂色绘本：小镇的交通	7.6	20
9787562461692	10537771	56.5%	36.5%	6.1%	0.9%	0.0%	43	9	0.0	24.0	121.0	420.0	https://img3.doubanio.com/lpic/s8970655.jpg	登天之梯	8.9	115
9787544809047	4087898	25.0%	68.8%	6.3%	0.0%	0.0%	4	0	0.0	1.0	22.0	11.0	https://img3.doubanio.com/lpic/s4051253.jpg	小烦恼	7.8	16
9787541464911	25901258	61.3%	22.6%	9.7%	0.0%	6.5%	12	2	0.0	10.0	26.0	85.0	https://img1.doubanio.com/lpic/s27394228.jpg	妖精的小孩	7.6	31
9787532726110	1046538	36.3%	50.4%	13.3%	0.0%	0.0%	24	28	0.0	9.0	160.0	282.0	https://img3.doubanio.com/lpic/s1237140.jpg	地板下的小人	8.4	113
9787513314831	25905020	22.6%	41.0%	31.4%	3.8%	1.3%	108	11	0.0	42.0	265.0	1149.0	https://img3.doubanio.com/lpic/s28372761.jpg	花花果果枝枝蔓蔓	7.6	239
9787533254681	2368819	47.6%	38.6%	12.7%	1.1%	0.0%	50	3	0.0	6.0	250.0	345.0	https://img5.doubanio.com/lpic/s3076456.jpg	灶王爷	8.7	189
9787539131566	1724587	59.1%	31.7%	7.3%	1.2%	0.6%	36	1	0.0	9.0	215.0	150.0	https://img3.doubanio.com/lpic/s9039081.jpg	小皮斯凯的第一次旅行	8.6	164
9787537610186	3431944	88.7%	7.5%	3.8%	0.0%	0.0%	25	1	0.0	2.0	60.0	34.0	https://img3.doubanio.com/lpic/s3556884.jpg	故事口袋	8.8	53
9787530113899	1225533	66.8%	24.6%	8.0%	0.7%	0.0%	46	5	0.0	5.0	378.0	41.0	https://img3.doubanio.com/lpic/s1308121.jpg	亚马孙探险	9.1	289
9787508014197	1044233	50.0%	35.7%	7.1%	7.1%	0.0%	3	2	0.0	3.0	32.0	32.0	https://img3.doubanio.com/lpic/s1032484.jpg	豌豆公主	7.7	14
9787539786865	26756437	7	1	0	0	9	5	https://img3.doubanio.com/lpic/s28554964.jpg						大天鹅的离别	8.2	10
9787539277905	26641537	5	0	0	0	6	4	https://img3.doubanio.com/lpic/s28332651.jpg						《鲁迪格来啦》	7.9	10
9787533282141	26282532	3	0	0	0	5	1	https://img3.doubanio.com/lpic/s27964773.jpg						想看海的乌龟	8.3	10
9787544244718	3880402	47.3%	38.3%	12.4%	2.0%	0.0%	73	40	0.0	59.0	250.0	352.0	https://img3.doubanio.com/lpic/s4699123.jpg	朗读手册	8.6	201
9787544708845	4087913	33.9%	40.3%	24.2%	1.6%	0.0%	35	28	0.0	69.0	221.0	351.0	https://img3.doubanio.com/lpic/s4037584.jpg	借东西的小人复仇记	8.2	186
9787530116753	1897046	0	0	0	0	15	1	https://img3.doubanio.com/lpic/s1990491.jpg						我是舒克贝塔	7.8	10
9787544249850	5422865	39.0%	45.9%	14.3%	0.9%	0.0%	78	9	0.0	34.0	270.0	244.0	https://img1.doubanio.com/lpic/s6273818.jpg	小豆豆和小豆豆们	8.3	232
9787221092748	19975976	0	0	0	1	3	15	https://img3.doubanio.com/lpic/s27273723.jpg						斯凯瑞的365故事	7.7	10
9787549572090	26611725	13.3%	20.7%	27.4%	17.8%	20.7%	114	4	0.0	9.0	187.0	211.0	https://img3.doubanio.com/lpic/s28342021.jpg	虫子书	8.3	134
9787539750927	6430660	42.1%	47.4%	10.5%	0.0%	0.0%	6	2	0.0	10.0	19.0	64.0	https://img3.doubanio.com/lpic/s11193783.jpg	男孩的最后8个愿望	7.7	19
9787508666563	26865170	56.5%	17.4%	17.4%	8.7%	0.0%	9	4	0.0	8.0	20.0	297.0	https://img1.doubanio.com/lpic/s29120138.jpg	给孩子的美的历程	8.4	23
9787539137483	2247323	28.9%	43.0%	27.4%	0.0%	0.7%	33	0	0.0	0.0	178.0	48.0	https://img3.doubanio.com/lpic/s2781762.jpg	小老鼠忙碌的一天	8.0	135
9787534132995	10510899	29.3%	43.6%	24.1%	2.3%	0.8%	52	5	0.0	38.0	152.0	1365.0	https://img1.doubanio.com/lpic/s24606888.jpg	云上的日子	7.7	133
9787532490189	10519831	1	0	0	2	7	28	https://img3.doubanio.com/lpic/s10205325.jpg						几乎什么都有国王	8.6	10
9787555210894	26834038	0	0	0	0	2	1	https://img3.doubanio.com/lpic/s28885700.jpg						纯纯的守护神	7.9	10
9787229111502	26835060	48.6%	41.0%	10.5%	0.0%	0.0%	53	1	0.0	3.0	116.0	222.0	https://img3.doubanio.com/lpic/s28888951.jpg	瓜几拉的旅行手帐	9.1	105
9787535304704	3011169	92.9%	7.1%	0.0%	0.0%	0.0%	6	0	0.0	1.0	18.0	10.0	https://img3.doubanio.com/lpic/s4588073.jpg	儿童折纸大全	7.4	14
9787550221840	25842278	25.0%	37.4%	32.0%	4.5%	1.0%	233	12	0.0	72.0	750.0	1277.0	https://img3.doubanio.com/lpic/s27256123.jpg	奈良美智48个女孩	7.6	596
9787564061487	20383324	5	0	0	0	10	6	https://img1.doubanio.com/lpic/s24609057.jpg						宝宝视觉激发	7.8	10
9787539151588	4224633	48.9%	42.6%	8.5%	0.0%	0.0%	15	0	0.0	7.0	72.0	86.0	https://img3.doubanio.com/lpic/s4178584.jpg	我不要去幼儿园	8.6	47
9787500789864	3192130	72.5%	21.6%	5.4%	0.0%	0.5%	114	3	0.0	16.0	211.0	238.0	https://img1.doubanio.com/lpic/s6456668.jpg	艰难的归程	8.6	204
9787811195101	3601538	40.0%	55.6%	4.4%	0.0%	0.0%	20	5	0.0	10.0	58.0	142.0	https://img5.doubanio.com/lpic/s3837196.jpg	童年与解放	8.7	45
9787501933266	1073644	0	0	0	0	19	212	https://img1.doubanio.com/lpic/s1077767.jpg						蜡笔色铅笔粉彩笔-创意小画家系列	9.2	10
9787544245371	4124719	55.2%	34.3%	10.4%	0.0%	0.0%	31	1	0.0	6.0	80.0	76.0	https://img3.doubanio.com/lpic/s28385883.jpg	小猫当当系列（1-10）	8.8	67
9787530436158	2981963	73.3%	6.7%	6.7%	6.7%	6.7%	6	1	0.0	9.0	15.0	49.0	https://img3.doubanio.com/lpic/s24399273.jpg	图画捉迷藏	7.5	15
9787532478958	4000984	57.1%	35.7%	4.8%	2.4%	0.0%	14	2	0.0	1.0	60.0	27.0	https://img5.doubanio.com/lpic/s4051006.jpg	小绵羊生气了	8.9	42
9787534218293	1221635	67.6%	28.2%	2.8%	1.4%	0.0%	27	0	0.0	5.0	77.0	113.0	https://img3.doubanio.com/lpic/s1246000.jpg	18个童话女孩子	9.2	71
9780689829598	1754151	57.1%	32.9%	10.0%	0.0%	0.0%	17	1	0.0	2.0	95.0	98.0	https://img5.doubanio.com/lpic/s1557476.jpg	Papa, Please Get the Moon for Me	8.9	70
9787532415106	1001872	63.1%	30.5%	6.5%	0.0%	0.0%	69	3	0.0	12.0	386.0	184.0	https://img1.doubanio.com/lpic/s3898117.jpg	黄色童话	9.1	279
9787500827399	1095634	47.5%	40.6%	11.1%	0.6%	0.2%	3188	544	0.0	817.0	9610.0	8948.0	https://img3.doubanio.com/lpic/s1081291.jpg	小狗钱钱	8.7	7769
9787513321075	26849271	1	0	0	2	6	4	https://img3.doubanio.com/lpic/s28948722.jpg						行为养成手册	8.8	10
9787539433684	4852614	46.8%	49.4%	2.5%	1.3%	0.0%	28	0	0.0	8.0	106.0	86.0	https://img3.doubanio.com/lpic/s4394844.jpg	风中的树叶	8.8	79
9787539965314	25734421	43.4%	42.1%	11.8%	2.0%	0.7%	61	13	0.0	21.0	172.0	339.0	https://img1.doubanio.com/lpic/s27063379.jpg	胡萝卜须	8.6	152
9787539141251	3061565	61.5%	34.6%	1.9%	0.0%	1.9%	3	0	0.0	3.0	67.0	74.0	https://img3.doubanio.com/lpic/s9098040.jpg	送给嘟嘟的礼物-嘟嘟和巴豆	9.2	52
9787108053152	26647316	52.9%	23.5%	23.5%	0.0%	0.0%	7	0	0.0	8.0	23.0	110.0	https://img3.doubanio.com/lpic/s28322824.jpg	与儿童对话(马修斯儿童哲学三部曲II)	8.5	17
9789573326830	6719092	66.4%	26.8%	6.1%	0.7%	0.0%	29	0	0.0	6.0	391.0	24.0	https://img3.doubanio.com/lpic/s6739575.jpg	未來都市NO.6 #07	9.2	295
9787500798514	5038453	64.8%	23.2%	9.6%	2.4%	0.0%	52	5	0.0	30.0	107.0	329.0	https://img3.doubanio.com/lpic/s4463102.jpg	猫王	8.3	125
9787550277625	26825522	57.1%	32.3%	9.3%	1.2%	0.0%	59	18	0.0	11.0	186.0	2395.0	https://img3.doubanio.com/lpic/s28845900.jpg	生活三部曲：生活的样子	8.9	161
9787222041554	1182494	41.7%	41.9%	15.7%	0.7%	0.0%	110	13	0.0	8.0	787.0	321.0	https://img3.doubanio.com/lpic/s1162912.jpg	小女子哈鲁	8.4	566
9787802446243	4249101	31.7%	48.6%	17.3%	2.2%	0.4%	86	4	0.0	7.0	352.0	218.0	https://img3.doubanio.com/lpic/s6129621.jpg	西蒙的猫	8.1	278
9787535752390	3058360	37.5%	35.9%	25.0%	1.6%	0.0%	21	3	0.0	11.0	82.0	181.0	https://img3.doubanio.com/lpic/s3055160.jpg	乔治开启宇宙的秘密钥匙	8.0	64
9787543470941	3283631	49.7%	34.5%	13.3%	2.4%	0.0%	41	2	0.0	0.0	215.0	179.0	https://img3.doubanio.com/lpic/s3463074.jpg	凯琪的包裹	8.6	165
9787100035880	1224233	44.2%	39.0%	16.0%	0.4%	0.4%	42	66	0.0	14.0	389.0	145.0	https://img3.doubanio.com/lpic/s9130464.jpg	阿丽思漫游奇境记	8.6	231
9787550226319	25934300	53.7%	28.1%	14.3%	2.3%	1.6%	371	31	0.0	208.0	1031.0	9312.0	https://img3.doubanio.com/lpic/s29389152.jpg	塞拉菲尼抄本	8.6	874
9787535836915	3121298	38.1%	52.4%	4.8%	4.8%	0.0%	8	0	0.0	1.0	32.0	20.0	https://img3.doubanio.com/lpic/s3160670.jpg	天上掉下大蛋糕	8.4	21
9787544064743	26335263	2	1	0	0	4	65	https://img3.doubanio.com/lpic/s28017523.jpg						我爱大红豆	9.3	10
9787505627420	25867506	44.4%	47.2%	8.3%	0.0%	0.0%	15	0	0.0	14.0	44.0	72.0	https://img3.doubanio.com/lpic/s27321284.jpg	一条聪明的鱼	8.7	36
9787020054206	1808662	43.7%	41.2%	12.6%	2.5%	0.0%	36	1	0.0	33.0	185.0	703.0	https://img3.doubanio.com/lpic/s1679674.jpg	学校是一段旅程	8.4	119
9787549584543	26879506	1	0	0	0	2	2	https://img3.doubanio.com/lpic/s29186612.jpg						小琳，小琳，你长大了要怎么办？	8.4	10
9787543475977	4882258	37.6%	42.4%	18.4%	1.6%	0.0%	44	2	0.0	8.0	154.0	167.0	https://img3.doubanio.com/lpic/s4387811.jpg	春神跳舞的森林	8.3	125
9787549316939	24380077	47.6%	33.3%	9.5%	0.0%	9.5%	5	1	0.0	19.0	19.0	105.0	https://img3.doubanio.com/lpic/s26378942.jpg	小小孩的春天	8.0	21
9787539197890	25912874	20.0%	70.0%	10.0%	0.0%	0.0%	4	0	0.0	0.0	12.0	5.0	https://img3.doubanio.com/lpic/s27991464.jpg	了不起的测量员	7.6	10
9789888048656	6517431	66.8%	23.7%	8.4%	0.9%	0.1%	181	3	0.0	165.0	986.0	4237.0	https://img3.doubanio.com/lpic/s6486565.jpg	北極熊 café 草莓味	9.1	738
9787535836496	2987856	43.4%	39.6%	15.1%	1.9%	0.0%	11	1	0.0	4.0	84.0	42.0	https://img3.doubanio.com/lpic/s2966075.jpg	亨利爷爷找幸运	8.4	53
9787513321266	26849280	5	0	0	2	9	42	https://img3.doubanio.com/lpic/s28948764.jpg						书中有座美术馆（全三册）	8.4	10
9787533430627	1002164	37.5%	56.3%	6.3%	0.0%	0.0%	4	0	0.0	2.0	20.0	22.0	https://img3.doubanio.com/lpic/s1440390.jpg	丰子恺漫画鲁迅小说集	8.0	16
9787505408944	1145738	20.0%	70.0%	10.0%	0.0%	0.0%	2	1	0.0	1.0	11.0	69.0	https://img1.doubanio.com/lpic/s1409488.jpg	儿童大学	7.4	10
9787539141800	3094339	44.9%	38.2%	16.9%	0.0%	0.0%	23	10	0.0	7.0	115.0	222.0	https://img1.doubanio.com/lpic/s3117649.jpg	本事	8.5	89
9787539142784	3242853	18.2%	27.3%	36.4%	0.0%	18.2%	2	0	0.0	2.0	11.0	1.0	https://img3.doubanio.com/lpic/s3294860.jpg	大灰狼罗克（注音版）	7.2	11
9787507720952	1213484	45.0%	41.8%	12.7%	0.5%	0.0%	15	1	0.0	1.0	255.0	47.0	https://img3.doubanio.com/lpic/s1154080.jpg	大侦探乔麦皮外传	8.6	189
9787534480546	26436883	0	0	0	2	2	9	https://img3.doubanio.com/lpic/s28121925.jpg						汤小团.东周列国卷(7)	7.7	10
9787533767921	26662954	4	1	0	0	6	13	https://img1.doubanio.com/lpic/s28338597.jpg						身边的科学真好玩 万万少不了的极端天气	8.0	10
9787540476793	26897325	50.0%	26.0%	14.0%	6.0%	4.0%	40	1	0.0	5.0	50.0	186.0	https://img1.doubanio.com/lpic/s29108379.jpg	一定要画出来才好玩：伦敦	9.5	50
9787508653969	26736281	28.6%	71.4%	0.0%	0.0%	0.0%	5	2	0.0	7.0	17.0	97.0	https://img3.doubanio.com/lpic/s28468285.jpg	我家门外的自然课	7.7	14
9787544808156	3985995	71.4%	21.4%	7.1%	0.0%	0.0%	4	0	0.0	10.0	27.0	36.0	https://img1.doubanio.com/lpic/s3955918.jpg	第一次发现丛书	8.2	14
9787538524246	1431836	47.7%	37.3%	13.8%	0.9%	0.2%	3074	174	0.0	795.0	35495.0	9915.0	https://img3.doubanio.com/lpic/s1445665.jpg	我的路	8.6	25695
9787543479470	6042356	61.2%	31.3%	6.8%	0.7%	0.0%	52	1	0.0	11.0	188.0	164.0	https://img1.doubanio.com/lpic/s6515649.jpg	糟糕，身上长条纹了！	9.1	147
9787305104206	11605342	0	0	0	1	3	86	https://img1.doubanio.com/lpic/s27324687.jpg						泡泡变鱼记-泡泡成长记-7	8.5	10
9787115435545	26901055	81.1%	10.8%	5.4%	2.7%	0.0%	23	16	0.0	5.0	33.0	43.0	https://img3.doubanio.com/lpic/s29117922.jpg	画语辑——20位插画师的创作心路	9.8	37
9787543473355	3927859	59.3%	34.4%	6.3%	0.0%	0.0%	64	1	0.0	11.0	403.0	322.0	https://img3.doubanio.com/lpic/s3943431.jpg	玛德琳	9.1	302
9787549529346	20441867	38.9%	27.8%	29.6%	1.9%	1.9%	20	2	0.0	6.0	58.0	181.0	https://img1.doubanio.com/lpic/s24507028.jpg	大人为什么要开会	8.1	54
9787550128729	26878424	1	0	0	0	7	20	https://img3.doubanio.com/lpic/s29054472.jpg						我的第一套情绪感知书	7.5	10
9787806760352	1083234	54.1%	37.8%	8.1%	0.0%	0.0%	6	1	0.0	3.0	45.0	65.0	https://img3.doubanio.com/lpic/s1327654.jpg	丰子恺	8.9	37
9787505625198	25757791	57.9%	31.6%	10.5%	0.0%	0.0%	8	2	0.0	3.0	27.0	73.0	https://img3.doubanio.com/lpic/s27113982.jpg	儿童音乐之旅：世界上最美的儿童歌曲绘本	8.3	19
9787511351494	26320362	1	1	0	4	6	26	https://img3.doubanio.com/lpic/s28002143.jpg						捣蛋小子变形记	7.7	10
9787537667241	25752978	35.7%	50.0%	14.3%	0.0%	0.0%	3	2	0.0	0.0	14.0	10.0	https://img3.doubanio.com/lpic/s27188002.jpg	自行车蚊子埃贡	8.2	14
9787532413447	3182812	91.4%	5.7%	2.9%	0.0%	0.0%	17	1	0.0	0.0	37.0	13.0	https://img1.doubanio.com/lpic/s4144247.jpg	彩图世界五千年	9.8	35
9787224076134	1808657	38.6%	38.6%	21.9%	0.9%	0.0%	24	4	0.0	49.0	132.0	497.0	https://img3.doubanio.com/lpic/s1679670.jpg	孩子是如何学习的	8.2	114
9787802034730	2349872	3	0	0	4	9	34	https://img5.doubanio.com/lpic/s9060346.jpg						孤独症儿童社会性教育指南	7.9	10
9787544815154	5283218	21.6%	40.5%	35.1%	2.7%	0.0%	17	0	0.0	0.0	60.0	20.0	https://img1.doubanio.com/lpic/s6292849.jpg	青蛙头上的包	8.2	36
9787221082848	3797870	45.5%	39.4%	12.1%	3.0%	0.0%	7	0	0.0	2.0	45.0	53.0	https://img1.doubanio.com/lpic/s3839969.jpg	灰姑娘	8.5	33
9787535345325	3813664	38.3%	37.6%	24.1%	0.0%	0.0%	33	1	0.0	8.0	175.0	128.0	https://img1.doubanio.com/lpic/s3889709.jpg	爱是一捧浓浓的蜂蜜	8.3	133
9787108017444	1066462	38.6%	44.5%	16.1%	0.6%	0.2%	8574	455	0.0	1292.0	104100.0	14355.0	https://img3.doubanio.com/lpic/s1557610.jpg	向左走·向右走	8.4	69586
9787539132792	1491317	62.6%	28.8%	8.1%	0.4%	0.1%	166	3	0.0	112.0	1641.0	730.0	https://img3.doubanio.com/lpic/s2542074.jpg	皮皮鲁和罐头小人	9.0	1209
9787513318303	26613959	70.0%	20.0%	10.0%	0.0%	0.0%	6	0	0.0	1.0	11.0	7.0	https://img1.doubanio.com/lpic/s28728049.jpg	开心小猪和大象哥哥（全17册）	8.9	10
9787500652229	1288019	72.2%	24.1%	3.7%	0.0%	0.0%	29	2	0.0	29.0	536.0	1002.0	https://img5.doubanio.com/lpic/s2602536.jpg	波隆那插画年鉴（第二辑）	9.4	378
9787537620055	1032860	56.8%	32.4%	10.8%	0.0%	0.0%	5	1	0.0	1.0	43.0	90.0	https://img3.doubanio.com/lpic/s3820110.jpg	艾尔维斯的秘密	8.4	37
9787535358394	6391146	65.3%	20.4%	10.2%	4.1%	0.0%	20	1	0.0	2.0	60.0	74.0	https://img3.doubanio.com/lpic/s6811364.jpg	皮埃尔摘月亮	8.7	49
9787513321792	26832859	36.0%	40.0%	20.0%	4.0%	0.0%	11	0	0.0	3.0	27.0	31.0	https://img5.doubanio.com/lpic/s28879476.jpg	这55件事，妈妈不要在孩子面前做	8.0	25
9787513308328	11620650	56.3%	37.5%	0.0%	3.1%	3.1%	13	0	0.0	11.0	33.0	96.0	https://img1.doubanio.com/lpic/s11284689.jpg	拴牛的山茶树	8.7	32
9787534612671	3077841	71.1%	19.3%	8.4%	1.2%	0.0%	24	2	0.0	4.0	99.0	65.0	https://img3.doubanio.com/lpic/s4639471.jpg	孙小圣和猪小能	9.2	83
9787545600858	4852805	51.1%	36.3%	8.8%	0.8%	3.1%	108	20	0.0	71.0	293.0	574.0	https://img3.doubanio.com/lpic/s6195320.jpg	希利尔讲世界史	7.6	262
9787535039804	3697321	1	1	0	0	14	16	https://img3.doubanio.com/lpic/s3751451.jpg						阿图的快乐生活（全5册）	8.3	10
9787539117201	1283965	29.5%	34.1%	29.5%	4.5%	2.3%	5	0	0.0	4.0	60.0	54.0	https://img3.doubanio.com/lpic/s6874622.jpg	发明家奇奇兔	7.6	44
9789577516503	24741996	1	0	0	0	2	1	https://img1.doubanio.com/lpic/s27141069.jpg						你會寫字嗎？	8.2	10
9787534633041	1310025	44.3%	43.7%	11.6%	0.2%	0.2%	149	12	0.0	40.0	721.0	232.0	https://img1.doubanio.com/lpic/s1408467.jpg	红瓦黑瓦	8.5	551
9787514503661	20255214	65.4%	27.6%	6.5%	0.6%	0.0%	197	5	0.0	27.0	635.0	1167.0	https://img1.doubanio.com/lpic/s24231249.jpg	KYLOOE 2·绿色隧道	9.1	537
9787806006566	1029202	50.8%	36.1%	13.1%	0.0%	0.0%	16	48	0.0	12.0	84.0	207.0	https://img3.doubanio.com/lpic/s1673065.jpg	夏山学校	8.7	61
9787534655951	6127318	41.7%	33.3%	25.0%	0.0%	0.0%	2	1	0.0	0.0	14.0	31.0	https://img3.doubanio.com/lpic/s4722065.jpg	兔子布莱尔	7.8	12
9787308094252	10439353	71.7%	15.2%	13.0%	0.0%	0.0%	15	13	0.0	6.0	49.0	133.0	https://img3.doubanio.com/lpic/s8494261.jpg	四季的角度	9.1	46
9787221078827	2274391	53.8%	35.4%	7.7%	3.1%	0.0%	15	3	0.0	3.0	102.0	83.0	https://img3.doubanio.com/lpic/s21320420.jpg	斯凯瑞金色童书·第三辑	9.1	65
9787532525720	1080891	1	0	0	1	16	16	https://img5.doubanio.com/lpic/s1708416.jpg						童书业说画	8.3	10
9787802449831	5922210	55.3%	33.5%	10.4%	0.9%	0.0%	123	6	0.0	19.0	519.0	263.0	https://img3.doubanio.com/lpic/s6909750.jpg	猪仔仔的时光机2	8.8	454
9787545508741	24736423	21.1%	31.6%	47.4%	0.0%	0.0%	8	4	0.0	1.0	21.0	6.0	https://img3.doubanio.com/lpic/s26815271.jpg	聪明的动物 愚蠢的动物	7.6	19
9780763678128	26886900	2	0	0	0	2	1	https://img3.doubanio.com/lpic/s29080314.jpg						I Am Henry Finch	8.5	10
9780810997516	4874426	5	1	0	2	10	3	https://img3.doubanio.com/lpic/s4872174.jpg						Diary of a Wimpy Kid #4 Dog Days 小屁孩日记4	9.2	10
9787530112021	1179074	42.9%	40.5%	16.7%	0.0%	0.0%	12	0	0.0	3.0	54.0	15.0	https://img3.doubanio.com/lpic/s9061091.jpg	这是什么形状	8.5	42
9787020107407	26291587	27.3%	48.5%	24.2%	0.0%	0.0%	11	309	0.0	9.0	32.0	59.0	https://img3.doubanio.com/lpic/s28280241.jpg	源氏物语	7.9	33
9787540235970	25918434	2	0	0	0	8	4	https://img3.doubanio.com/lpic/s27766965.jpg						一猫二狗三分亲	8.7	10
9780694013012	1366322	60.3%	27.9%	8.8%	2.9%	0.0%	22	1	0.0	4.0	85.0	17.0	https://img3.doubanio.com/lpic/s7118053.jpg	From Head to Toe Board Book	8.9	68
9789861271835	1378788	0	0	0	1	2	19	https://book.douban.com/subject/1378788/update_image						安徒生的童話故事	8.5	10
9787539165455	20384763	66.7%	33.3%	0.0%	0.0%	0.0%	8	1	0.0	2.0	32.0	16.0	https://img3.doubanio.com/lpic/s27401192.jpg	坐电车去旅行	9.3	24
9787514350968	26825460	45.5%	40.1%	13.5%	0.9%	0.0%	101	21	0.0	10.0	241.0	711.0	https://img3.doubanio.com/lpic/s28845804.jpg	我的世界都是你	8.4	222
9787507422467	4827792	42.8%	41.5%	14.2%	1.4%	0.1%	209	46	0.0	165.0	984.0	3214.0	https://img1.doubanio.com/lpic/s4368177.jpg	星星女孩	8.5	846
9787544247542	5328957	62.3%	20.8%	15.1%	1.9%	0.0%	13	0	0.0	2.0	83.0	8.0	https://img5.doubanio.com/lpic/s6235756.jpg	可爱的鼠小弟09-鼠小弟和大象哥哥	8.9	53
9787500739265	1042714	45.6%	33.8%	20.6%	0.0%	0.0%	21	2	0.0	1.0	226.0	35.0	https://img1.doubanio.com/lpic/s9146767.jpg	波兰吹号手	8.5	160
9787539713793	1781845	34.2%	48.2%	16.6%	0.4%	0.6%	75	0	0.0	6.0	703.0	91.0	https://img1.doubanio.com/lpic/s1653138.jpg	女生贾梅	8.3	483
9787533277109	25812587	68.1%	19.1%	8.5%	2.1%	2.1%	15	1	0.0	13.0	60.0	107.0	https://img3.doubanio.com/lpic/s27202735.jpg	从外星球来的孩子	8.2	47
9787535441065	4027815	20.9%	34.2%	36.1%	6.4%	2.4%	425	25	0.0	108.0	2560.0	928.0	https://img1.doubanio.com/lpic/s3987659.jpg	当我们混在上海	7.2	2183
9787532473236	2135567	62.2%	33.1%	4.3%	0.4%	0.0%	74	6	0.0	8.0	340.0	178.0	https://img3.doubanio.com/lpic/s2561903.jpg	搬过来.搬过去	9.1	255
9787544839754	26848101	1	0	0	0	4	1	https://img3.doubanio.com/lpic/s28945390.jpg						触摸想象大冒险	8.1	10
9787540544591	5422791	47.5%	32.2%	20.3%	0.0%	0.0%	12	1	0.0	4.0	79.0	26.0	https://img1.doubanio.com/lpic/s24959117.jpg	小屁孩日记	8.4	59
9787533259389	3545807	52.8%	36.8%	9.5%	0.9%	0.0%	60	11	0.0	12.0	322.0	99.0	https://img3.doubanio.com/lpic/s8481952.jpg	母鸡萝丝去散步	8.8	231
9787807632658	3729116	28.6%	49.4%	19.5%	2.5%	0.0%	56	10	0.0	58.0	282.0	273.0	https://img3.doubanio.com/lpic/s6014285.jpg	接纳孩子	8.3	242
9787543468016	2340079	50.6%	37.2%	11.7%	0.4%	0.0%	56	4	0.0	10.0	321.0	252.0	https://img1.doubanio.com/lpic/s2834657.jpg	雪花人	8.8	239
9787800802744	1043813	21.1%	59.6%	17.5%	1.8%	0.0%	21	2	0.0	9.0	74.0	121.0	https://img3.doubanio.com/lpic/s1032130.jpg	孩提时代	8.0	57
9787569901580	26367791	0	0	0	0	2	7	https://img3.doubanio.com/lpic/s28102021.jpg						托马西娜	7.7	10
9787544811507	4583050	60.0%	20.0%	20.0%	0.0%	0.0%	4	0	0.0	1.0	26.0	34.0	https://img1.doubanio.com/lpic/s4214107.jpg	永远爱你	8.0	15
9787107166235	1496464	13.6%	37.9%	39.4%	4.5%	4.5%	19	1	0.0	14.0	105.0	181.0	https://img3.doubanio.com/lpic/s9265950.jpg	儿童心理学	7.1	66
9787530946916	1879829	41.1%	43.2%	14.4%	1.1%	0.2%	143	40	0.0	142.0	709.0	1147.0	https://img3.doubanio.com/lpic/s24501655.jpg	朗读手册	8.5	555
9787500092612	25842613	58.3%	25.0%	16.7%	0.0%	0.0%	1	1	0.0	4.0	12.0	15.0	https://img1.doubanio.com/lpic/s27234279.jpg	中国历史地图绘本	7.5	12
9787500754589	1199070	36.4%	45.5%	18.2%	0.0%	0.0%	7	1	0.0	1.0	24.0	24.0	https://img3.doubanio.com/lpic/s1693741.jpg	中国传统故事画库	8.0	11
9787500700630	2121241	84.6%	12.8%	2.6%	0.0%	0.0%	12	1	0.0	0.0	53.0	3.0	https://img3.doubanio.com/lpic/s4390331.jpg	安徒生童话精选	9.6	39
9787505628625	26201978	3	2	0	0	8	8	https://img3.doubanio.com/lpic/s27708242.jpg						什么都难不倒我（全七册）	9.6	10
9787543482104	6520520	54.2%	35.4%	10.4%	0.0%	0.0%	21	1	0.0	1.0	75.0	68.0	https://img3.doubanio.com/lpic/s6866395.jpg	莎莉，洗好澡了没？	8.5	48
9789867742438	1356248	31.8%	54.3%	13.2%	0.8%	0.0%	40	2	0.0	5.0	166.0	65.0	https://img5.doubanio.com/lpic/s4149556.jpg	小魔怪要上學	8.3	129
9787539147598	3632647	30.0%	48.2%	21.8%	0.0%	0.0%	31	0	0.0	2.0	172.0	140.0	https://img3.doubanio.com/lpic/s3693283.jpg	风喜欢和我玩	8.2	110
9787535803825	2059535	48.7%	35.1%	15.3%	0.6%	0.3%	42	0	0.0	4.0	1103.0	59.0	https://img3.doubanio.com/lpic/s4061421.jpg	兔王卖耳	8.6	770
9787532431625	1023037	33.3%	33.3%	25.0%	8.3%	0.0%	4	0	0.0	1.0	13.0	2.0	https://img1.doubanio.com/lpic/s1015867.jpg	儿童百科图谱	7.6	12
9787536560123	25897892	1	0	0	0	2	3	https://img3.doubanio.com/lpic/s27294873.jpg						童话艺术空间论	7.8	10
9787544313766	1462981	52.4%	34.4%	12.3%	0.6%	0.2%	182	7	0.0	33.0	2561.0	1153.0	https://img1.doubanio.com/lpic/s2681379.jpg	绘羽	8.8	1859
