ISBN	douban_id	5star	4star	3star	2star	1star	short_comment	long_comment	note	reading	collectiongs	wishes	url_pic	title	score	users
9787208137820	26803255	5	0	0	2	10	48	https://img1.doubanio.com/lpic/s28774987.jpg						安提戈涅的故事	7.8	10
9787544225151	1059503	64.5%	28.3%	6.2%	0.7%	0.3%	696	68	0.0	105.0	4133.0	1717.0	https://img3.doubanio.com/lpic/s1112624.jpg	爱心树	9.1	3004
9787530478097	26599658	8.3%	25.0%	50.0%	8.3%	8.3%	16	0	0.0	0.0	28.0	4.0	https://img3.doubanio.com/lpic/s28283420.jpg	要幸福地活着	7.8	24
9787508047577	3134580	47.1%	41.2%	11.8%	0.0%	0.0%	1	0	0.0	6.0	15.0	41.0	https://img1.doubanio.com/lpic/s3258987.jpg	孤独症儿童行为管理策略及行为治疗课程	8.4	17
9787505609976	3930944	50.0%	30.0%	18.0%	2.0%	0.0%	23	2	0.0	6.0	129.0	148.0	https://img3.doubanio.com/lpic/s3954570.jpg	小岛	8.6	100
9787533264123	5363765	45.5%	32.7%	18.2%	3.6%	0.0%	20	1	0.0	1.0	69.0	41.0	https://img1.doubanio.com/lpic/s4662128.jpg	进城	8.6	55
9787534663048	10831574	76.5%	23.5%	0.0%	0.0%	0.0%	3	6	0.0	1.0	21.0	50.0	https://img3.doubanio.com/lpic/s10425472.jpg	猫出租车司机	8.3	17
9789620431746	10461698	43.8%	42.2%	13.3%	0.8%	0.0%	42	2	0.0	39.0	164.0	2545.0	https://img1.doubanio.com/lpic/s7056447.jpg	東京肉肉	8.5	128
9787229105037	26792167	80.8%	19.2%	0.0%	0.0%	0.0%	9	16	0.0	1.0	21.0	45.0	https://img3.doubanio.com/lpic/s28716094.jpg	我是Blop!	8.4	26
9787550270336	26738922	74.1%	11.1%	14.8%	0.0%	0.0%	15	3	0.0	3.0	33.0	351.0	https://img3.doubanio.com/lpic/s28480513.jpg	弗朗西斯森林奇遇记	8.8	27
9787508613550	3312065	16.5%	54.4%	27.1%	1.7%	0.3%	183	12	0.0	34.0	779.0	846.0	https://img3.doubanio.com/lpic/s3377802.jpg	越往南越南	7.7	632
9787544824286	10555475	1	1	0	0	7	5	https://img1.doubanio.com/lpic/s8968718.jpg						查菲查菲你在哪儿	7.8	10
9787531816720	1905830	48.8%	36.8%	13.8%	0.5%	0.1%	735	24	0.0	121.0	6666.0	1355.0	https://img3.doubanio.com/lpic/s1884980.jpg	风色四叶草	8.7	5215
9787544242783	3625122	41.6%	48.1%	9.1%	1.3%	0.0%	22	1	0.0	3.0	104.0	47.0	https://img1.doubanio.com/lpic/s6767639.jpg	999个青蛙兄弟大搬家	8.7	77
9787532426843	1441174	38.9%	45.8%	14.3%	0.9%	0.2%	77	26	0.0	5.0	648.0	73.0	https://img1.doubanio.com/lpic/s1458677.jpg	男生贾里	8.4	463
9787532260423	3664840	57.9%	28.9%	10.5%	0.0%	2.6%	7	1	0.0	1.0	55.0	33.0	https://img1.doubanio.com/lpic/s3743797.jpg	赛娜的身世	8.6	38
9787532934430	6904611	41.3%	43.5%	13.0%	2.2%	0.0%	11	2	0.0	4.0	59.0	54.0	https://img3.doubanio.com/lpic/s7649560.jpg	100万只猫（婉达·盖格经典绘本5种）	8.5	46
9787543488403	7056687	60.5%	27.9%	11.6%	0.0%	0.0%	15	0	0.0	1.0	58.0	51.0	https://img1.doubanio.com/lpic/s8903867.jpg	谁来我家	8.9	43
9787550256095	26612170	0	0	0	0	11	4	https://img3.doubanio.com/lpic/s28298253.jpg						鳄梨宝宝	8.9	10
9787540431488	1143357	19.4%	52.8%	22.2%	0.0%	5.6%	7	0	0.0	12.0	48.0	53.0	https://img3.doubanio.com/lpic/s8979980.jpg	现代艺术十二讲	7.6	36
9787539447711	10518812	64.4%	32.2%	2.3%	0.0%	1.1%	36	1	0.0	1.0	105.0	130.0	https://img3.doubanio.com/lpic/s11098952.jpg	松鼠先生找幸福	9.1	87
9782107745503	3551062	55.2%	32.8%	12.1%	0.0%	0.0%	14	2	0.0	1.0	80.0	48.0	https://img1.doubanio.com/lpic/s3847817.jpg	鼹鼠与小鸟	8.8	58
9787533264581	5953423	32.8%	49.3%	17.9%	0.0%	0.0%	22	2	0.0	2.0	84.0	111.0	https://img3.doubanio.com/lpic/s6480583.jpg	汤姆爷爷	8.4	67
9787221079435	2370817	51.1%	40.4%	8.5%	0.0%	0.0%	13	4	0.0	10.0	60.0	117.0	https://img3.doubanio.com/lpic/s11273144.jpg	妙想科学	8.9	47
9787537564779	25805125	100.0%	0.0%	0.0%	0.0%	0.0%	1	0	0.0	1.0	12.0	19.0	https://img5.doubanio.com/lpic/s27194766.jpg	1天就能完成的宝贝装	9.0	11
9787544254533	6429273	25.9%	48.1%	25.9%	0.0%	0.0%	14	0	0.0	4.0	35.0	9.0	https://img3.doubanio.com/lpic/s6882054.jpg	101个蝌蚪宝宝	8.2	27
9787500702627	1290266	73.0%	22.0%	4.0%	0.0%	1.0%	27	7	0.0	35.0	111.0	308.0	https://img1.doubanio.com/lpic/s9853519.jpg	林汉达中国历史故事集	9.4	100
9787533258726	4059063	49.1%	36.6%	14.2%	0.0%	0.0%	63	2	0.0	9.0	307.0	180.0	https://img3.doubanio.com/lpic/s4021600.jpg	一寸虫	8.6	233
9787535836946	3121290	31.3%	50.0%	12.5%	6.3%	0.0%	10	1	0.0	1.0	21.0	20.0	https://img1.doubanio.com/lpic/s3160659.jpg	天使的名字	7.4	16
9787500792598	3879982	30.0%	30.0%	30.0%	10.0%	0.0%	4	0	0.0	0.0	17.0	14.0	https://img1.doubanio.com/lpic/s8948727.jpg	花袜子小乌鸦成长故事	8.5	10
9787307050198	1933907	2	0	0	0	14	15	https://img3.doubanio.com/lpic/s2059293.jpg						儿童插画-CG先锋	8.0	10
9787541523342	1103992	49.4%	35.3%	14.1%	1.2%	0.0%	20	1	0.0	9.0	245.0	207.0	https://img3.doubanio.com/lpic/s1422351.jpg	荒漠天使	8.6	170
9787539149530	4003021	25.3%	44.8%	28.7%	1.1%	0.0%	22	1	0.0	4.0	121.0	32.0	https://img3.doubanio.com/lpic/s3962125.jpg	怕浪费婆婆	7.8	87
9787533258177	3354727	45.9%	40.1%	12.8%	1.2%	0.0%	66	6	0.0	6.0	215.0	100.0	https://img3.doubanio.com/lpic/s22789640.jpg	我的连衣裙	8.6	172
9787805426273	1987566	78.0%	18.7%	3.3%	0.0%	0.0%	23	18	0.0	22.0	119.0	271.0	https://img3.doubanio.com/lpic/s2149784.jpg	护生画集	9.5	91
9787506081931	26430486	50.9%	34.0%	13.2%	0.0%	1.9%	25	8	0.0	3.0	56.0	178.0	https://img1.doubanio.com/lpic/s28115727.jpg	微花	8.5	52
9787544233552	1758919	26.6%	43.9%	27.1%	2.1%	0.3%	161	10	0.0	46.0	985.0	357.0	https://img5.doubanio.com/lpic/s1692976.jpg	小豆豆与我	7.8	759
9787533656454	5323563	1	3	0	1	10	8	https://img3.doubanio.com/lpic/s6246523.jpg						辨图破案①照片谜题	8.9	10
9787544843720	26790201	27.8%	55.6%	16.7%	0.0%	0.0%	7	3	0.0	2.0	20.0	32.0	https://img3.doubanio.com/lpic/s28767944.jpg	寻找阿拉斯加	7.9	16
9787541749377	24307675	3	7	0	4	10	46	https://img1.doubanio.com/lpic/s26706338.jpg						鲸武士	9.1	10
9787501959556	2071404	20.5%	33.2%	40.7%	4.8%	0.7%	522	38	0.0	133.0	5869.0	2068.0	https://img3.doubanio.com/lpic/s6188644.jpg	一个人泡澡	7.3	4043
9787531324577	1222704	52.2%	37.4%	8.7%	1.7%	0.0%	31	2	0.0	16.0	160.0	177.0	https://img3.doubanio.com/lpic/s5652432.jpg	小猪唏哩呼噜	8.8	115
9787539133416	1854577	63.2%	25.0%	10.5%	0.7%	0.7%	29	0	0.0	26.0	173.0	215.0	https://img1.doubanio.com/lpic/s3012737.jpg	皮皮鲁保卫叛逆者	8.8	152
9787533258061	3258559	40.4%	39.4%	18.2%	2.0%	0.0%	48	6	0.0	8.0	275.0	171.0	https://img5.doubanio.com/lpic/s3315266.jpg	下雪天	8.3	203
9787543653276	3739321	60.7%	31.1%	6.6%	1.6%	0.0%	26	0	0.0	11.0	59.0	89.0	https://img3.doubanio.com/lpic/s8964294.jpg	穷女孩心香和富女孩可人	8.8	61
9787533258153	3261175	56.7%	33.3%	7.8%	2.2%	0.0%	25	2	0.0	3.0	126.0	86.0	https://img1.doubanio.com/lpic/s3373238.jpg	躲猫猫大王	8.9	90
9787532467044	1440184	42.7%	41.9%	12.1%	2.4%	0.8%	34	4	0.0	21.0	175.0	253.0	https://img1.doubanio.com/lpic/s1534298.jpg	阅读儿童文学	8.4	212
9780312334581	2828764	96.2%	3.8%	0.0%	0.0%	0.0%	7	0	0.0	5.0	36.0	250.0	https://img1.doubanio.com/lpic/s7025438.jpg	Venice Sketchbook	9.9	26
9787535347626	4206379	44.0%	42.0%	14.0%	0.0%	0.0%	10	2	0.0	2.0	70.0	36.0	https://img1.doubanio.com/lpic/s6188219.jpg	我想有个家	8.6	50
9787539421445	2274456	37.8%	36.5%	25.7%	0.0%	0.0%	17	1	0.0	4.0	101.0	48.0	https://img5.doubanio.com/lpic/s25652816.jpg	丽塔和鳄鱼迷路了	8.3	74
9787535666581	25756921	54.3%	39.5%	6.2%	0.0%	0.0%	26	0	0.0	9.0	82.0	75.0	https://img3.doubanio.com/lpic/s27145465.jpg	星语者	8.6	81
9780744592894	1342110	74.8%	21.6%	3.6%	0.0%	0.0%	197	108	0.0	21.0	755.0	522.0	https://img1.doubanio.com/lpic/s3971328.jpg	Guess How Much I Love You	9.4	610
9787201087467	26281613	0	0	0	0	2	6	https://img1.doubanio.com/lpic/s27963767.jpg						会说话的猫5	7.7	10
9787535442222	4194622	25.0%	36.5%	31.1%	5.2%	2.3%	340	18	0.0	284.0	2636.0	1477.0	https://img3.doubanio.com/lpic/s4103880.jpg	收纳空白	7.5	2304
9787121297496	26855762	0	0	0	3	7	146	https://img3.doubanio.com/lpic/s28977260.jpg						女儿四岁了，我们开始聊哲学：你为什么爱爸爸妈妈？	9.4	10
9787553754215	26822791	0	0	0	0	2	2	https://img3.doubanio.com/lpic/s28831495.jpg						孩子聪明健康就要这样吃	8.4	10
9787533645434	1462796	39.5%	45.2%	14.5%	0.8%	0.0%	28	5	0.0	28.0	166.0	480.0	https://img3.doubanio.com/lpic/s1480603.jpg	艺术的童年	8.5	124
9787505608252	2123287	73.0%	22.1%	4.1%	0.5%	0.4%	311	22	0.0	101.0	1046.0	713.0	https://img3.doubanio.com/lpic/s26694072.jpg	小熊宝宝绘本（全15册）	8.3	859
9787550128187	26680279	2	0	0	0	4	5	https://img1.doubanio.com/lpic/s28368268.jpg						兔子坡全集	8.1	10
9787500742593	1076136	59.7%	33.3%	6.2%	0.8%	0.0%	74	4	0.0	5.0	301.0	84.0	https://img3.doubanio.com/lpic/s1075670.jpg	狮心兄弟	8.2	243
9780147508577	26591157	1	0	0	0	2	1	https://img3.doubanio.com/lpic/s28275225.jpg						Absolutely Almost	8.4	10
9787505611788	5415197	40.0%	51.4%	8.6%	0.0%	0.0%	12	2	0.0	1.0	44.0	33.0	https://img3.doubanio.com/lpic/s6328543.jpg	鸽子的天使	8.2	35
9787200029710	1274150	27.7%	48.1%	23.0%	0.9%	0.3%	70	1	0.0	1.0	425.0	35.0	https://img3.doubanio.com/lpic/s26355901.jpg	伦敦塔	8.1	318
9787505611733	3479698	52.0%	44.0%	4.0%	0.0%	0.0%	13	1	0.0	7.0	64.0	64.0	https://img3.doubanio.com/lpic/s27970231.jpg	你认识这些车吗	8.6	50
9787539444123	6852291	69.0%	22.4%	8.6%	0.0%	0.0%	12	0	0.0	2.0	65.0	11.0	https://img3.doubanio.com/lpic/s8912035.jpg	小鸡球球帮妈妈做事	9.1	58
9780230252035	6051781	2	0	0	0	4	91	https://img1.doubanio.com/lpic/s27089697.jpg						Couch Fiction	9.1	10
9787535895752	25758461	24.4%	56.1%	17.1%	0.0%	2.4%	15	4	0.0	15.0	46.0	118.0	https://img3.doubanio.com/lpic/s27255965.jpg	书，儿童与成人	8.6	41
9787539133430	1884657	58.6%	22.8%	17.9%	0.7%	0.0%	27	2	0.0	18.0	173.0	243.0	https://img3.doubanio.com/lpic/s3012732.jpg	皮皮鲁和魔筷	8.7	145
9787113109486	4242948	58.3%	34.8%	5.9%	0.0%	1.1%	42	0	0.0	5.0	247.0	335.0	https://img5.doubanio.com/lpic/s6122996.jpg	手绘苏州	9.0	187
9787531837800	20435568	49.2%	37.6%	12.1%	1.0%	0.1%	287	8	0.0	83.0	1331.0	2306.0	https://img3.doubanio.com/lpic/s24481014.jpg	我的路7	8.7	1013
9787229104320	26639221	84.6%	15.4%	0.0%	0.0%	0.0%	8	2	0.0	1.0	12.0	7.0	https://img3.doubanio.com/lpic/s28314321.jpg	最近谁见过哈利	8.3	13
9787532476602	3197656	40.6%	37.4%	20.6%	1.3%	0.0%	55	6	0.0	10.0	196.0	82.0	https://img3.doubanio.com/lpic/s3240824.jpg	连在一起	8.3	155
9787531684497	26613281	2	0	0	2	4	16	https://img3.doubanio.com/lpic/s28351812.jpg						孩子们眼中的第一次世界大战	7.5	10
9787229099312	26452802	100.0%	0.0%	0.0%	0.0%	0.0%	4	0	0.0	7.0	6.0	10.0	https://img3.doubanio.com/lpic/s28156715.jpg	地板书3	7.6	13
9787511008732	10570240	63.3%	23.3%	13.3%	0.0%	0.0%	14	0	0.0	3.0	38.0	69.0	https://img1.doubanio.com/lpic/s10318598.jpg	种子，如此酣睡	9.1	30
9787544839730	26848097	2	1	0	0	7	1	https://img1.doubanio.com/lpic/s28945369.jpg						颜色宝宝找妈妈	8.3	10
9787539142777	3242864	25.0%	70.0%	0.0%	0.0%	5.0%	9	0	0.0	2.0	28.0	9.0	https://img1.doubanio.com/lpic/s3294888.jpg	舒克和贝塔历险记（注音版）	8.4	20
9787550258150	26582044	45.9%	37.7%	14.8%	1.6%	0.0%	12	11	0.0	21.0	64.0	750.0	https://img3.doubanio.com/lpic/s28271611.jpg	美味食光	7.8	61
9787503919183	1061450	55.7%	36.1%	8.2%	0.0%	0.0%	12	2	0.0	4.0	90.0	20.0	https://img1.doubanio.com/lpic/s1183339.jpg	缘缘堂随笔集	8.0	61
9787544241724	3198418	43.5%	44.6%	11.8%	0.0%	0.0%	39	3	0.0	9.0	286.0	165.0	https://img1.doubanio.com/lpic/s3241879.jpg	古利和古拉	8.6	186
9787115321367	25712479	36.0%	33.7%	23.6%	6.7%	0.0%	30	1	0.0	23.0	115.0	397.0	https://img3.doubanio.com/lpic/s27027470.jpg	绘·生活 会·生活：东京TOTORO的水彩物语	7.9	89
9787533258030	3248350	51.1%	36.3%	11.9%	0.0%	0.7%	47	1	0.0	4.0	171.0	62.0	https://img3.doubanio.com/lpic/s4181672.jpg	魔法亲亲	8.7	135
9787561475744	25853173	0	0	0	1	1	6	https://img1.doubanio.com/lpic/s27286297.jpg						儿童文学现象观察	8.0	10
9787539121116	1049207	45.4%	33.3%	19.1%	0.7%	1.4%	42	3	0.0	27.0	168.0	222.0	https://img3.doubanio.com/lpic/s1565443.jpg	德国，一群老鼠的童话	8.3	141
9787534640131	2341973	26.3%	37.5%	33.8%	1.3%	1.3%	23	0	0.0	0.0	100.0	27.0	https://img3.doubanio.com/lpic/s10343921.jpg	小老鼠和大老虎	7.6	80
9787500087144	7162078	65.9%	26.8%	4.9%	0.0%	2.4%	8	0	0.0	20.0	48.0	79.0	https://img1.doubanio.com/lpic/s7655369.jpg	DK儿童恐龙百科全书	9.2	41
9787539738161	3334065	86.2%	13.8%	0.0%	0.0%	0.0%	8	1	0.0	2.0	35.0	67.0	https://img3.doubanio.com/lpic/s3401991.jpg	我所知道的野生动物	9.8	29
9787519014513	26989715	81.8%	18.2%	0.0%	0.0%	0.0%	20	1	0.0	1.0	21.0	8.0	https://img3.doubanio.com/lpic/s29383285.jpg	HEY LULU	10.0	22
9787533274351	25709199	4	0	0	0	10	4	https://img5.doubanio.com/lpic/s27024026.jpg						公主小姐不想吃饭	8.9	10
9787543468900	3224616	35.6%	49.6%	14.8%	0.0%	0.0%	52	0	0.0	4.0	169.0	101.0	https://img1.doubanio.com/lpic/s3272507.jpg	晚安，猫头鹰！	8.4	135
9787539145457	3528175	39.5%	42.0%	17.3%	1.2%	0.0%	27	0	0.0	3.0	104.0	49.0	https://img3.doubanio.com/lpic/s10266714.jpg	勇敢的克兰西	8.4	81
9787533279394	25906923	2	0	0	1	11	34	https://img3.doubanio.com/lpic/s27328094.jpg						我看见一只鸟	7.7	10
9787507721935	1129793	63.6%	9.1%	18.2%	9.1%	0.0%	0	0	0.0	3.0	11.0	19.0	https://img3.doubanio.com/lpic/s1264171.jpg	皮皮鲁和童话节	7.7	11
9787530760321	25905596	2	0	0	0	5	2	https://img3.doubanio.com/lpic/s27463564.jpg						傻狗温迪克	8.8	10
9787550275607	26808158	2	1	0	0	5	1	https://img1.doubanio.com/lpic/s28776928.jpg						我爱你是因为你爱我	8.8	10
9789571343228	1339950	68.8%	27.1%	3.7%	0.5%	0.0%	23	0	0.0	11.0	294.0	379.0	https://img3.doubanio.com/lpic/s1371020.jpg	風與樹之歌	9.3	218
9787544812313	4743854	63.9%	28.7%	6.6%	0.0%	0.8%	36	1	0.0	7.0	163.0	78.0	https://img1.doubanio.com/lpic/s4338707.jpg	14只老鼠吃早餐	9.2	122
9787505610071	4118392	35.5%	41.9%	22.6%	0.0%	0.0%	2	0	0.0	1.0	41.0	45.0	https://img3.doubanio.com/lpic/s6088485.jpg	一园青菜成了精	8.2	31
9787549511372	10539611	46.2%	38.5%	15.4%	0.0%	0.0%	8	0	0.0	4.0	13.0	41.0	https://img1.doubanio.com/lpic/s8938739.jpg	我的第一本趣味哲学书	9.2	13
9789814068123	3876718	85.7%	10.7%	3.6%	0.0%	0.0%	10	1	0.0	6.0	62.0	142.0	https://img3.doubanio.com/lpic/s24218861.jpg	Paris Sketchbook	9.6	56
9787221125170	26387599	69.6%	26.1%	4.3%	0.0%	0.0%	8	0	0.0	0.0	23.0	46.0	https://img1.doubanio.com/lpic/s28106769.jpg	风是什么颜色？	9.3	23
9787221088994	4719507	1	0	0	0	15	127	https://img3.doubanio.com/lpic/s4231700.jpg						童话中国	8.1	10
9789861790725	2258803	35.5%	46.2%	17.6%	0.6%	0.1%	976	52	0.0	538.0	10956.0	6571.0	https://img1.doubanio.com/lpic/s2740797.jpg	一個人去旅行	8.3	7809
9789881849441	4230583	65.9%	28.8%	5.3%	0.0%	0.0%	43	0	0.0	27.0	226.0	1219.0	https://img3.doubanio.com/lpic/s4130132.jpg	《There's a dark dark wood inside my head》	9.3	170
9787543470798	3525603	53.6%	36.6%	8.9%	0.4%	0.4%	45	6	0.0	6.0	300.0	205.0	https://img3.doubanio.com/lpic/s3586132.jpg	小凯的家不一样了	8.8	235
9787503416705	1443914	30.4%	31.9%	23.2%	7.2%	7.2%	20	5	0.0	30.0	120.0	316.0	https://img1.doubanio.com/lpic/s10477469.jpg	早期教育与天才	7.4	69
9787807022404	1421028	1	0	0	1	6	6	https://img3.doubanio.com/lpic/s11125362.jpg						迪士尼儿童百科全书	7.6	10
9787544813419	4881805	66.7%	26.4%	5.6%	1.4%	0.0%	15	0	0.0	4.0	99.0	15.0	https://img3.doubanio.com/lpic/s4415905.jpg	巴巴爸爸的马戏团	9.1	72
9787506354097	4856971	8.7%	39.1%	43.5%	4.3%	4.3%	9	0	0.0	6.0	24.0	37.0	https://img3.doubanio.com/lpic/s6231912.jpg	天才的童年	7.0	23
9787533264307	5397304	59.8%	28.0%	12.2%	0.0%	0.0%	35	1	0.0	3.0	101.0	42.0	https://img1.doubanio.com/lpic/s4662129.jpg	葡萄	8.9	82
9787544225175	1030200	56.7%	33.3%	9.3%	0.5%	0.1%	820	46	0.0	152.0	6624.0	5553.0	https://img3.doubanio.com/lpic/s1818541.jpg	失落的一角遇见大圆满	8.9	4790
9787543464544	2117876	42.7%	41.8%	15.0%	0.2%	0.2%	96	9	0.0	25.0	610.0	406.0	https://img1.doubanio.com/lpic/s2449568.jpg	大脚丫跳芭蕾	8.5	448
9787562447658	3423196	57.3%	28.1%	11.2%	2.2%	1.1%	19	20	0.0	10.0	110.0	430.0	https://img3.doubanio.com/lpic/s4466842.jpg	一定要幸福	8.6	89
9787501962341	2991606	30.0%	30.0%	30.0%	10.0%	0.0%	3	1	0.0	4.0	16.0	94.0	https://img1.doubanio.com/lpic/s2986749.jpg	儿童游戏	7.2	10
9787807474074	3337497	3	0	0	13	5	241	https://img1.doubanio.com/lpic/s8501169.jpg						网游战记	8.7	10
9787510099267	26611202	35.1%	45.9%	13.5%	5.4%	0.0%	10	7	0.0	6.0	43.0	239.0	https://img5.doubanio.com/lpic/s28295506.jpg	手绘日本铁道之旅	8.2	36
9787020106486	26654074	0	0	0	0	2	82	https://img1.doubanio.com/lpic/s28337278.jpg						爱尔兰经典童话	7.5	10
9787556812394	26846307	2	0	0	1	8	4	https://img3.doubanio.com/lpic/s28937861.jpg						奶酪陷阱2	7.7	10
9787544271912	25909857	44.1%	41.3%	12.6%	0.7%	1.4%	64	10	0.0	25.0	156.0	879.0	https://img1.doubanio.com/lpic/s27399978.jpg	周末图书馆	9.1	143
9787533262556	4263422	60.0%	25.5%	10.7%	1.9%	1.9%	176	8	0.0	67.0	472.0	1188.0	https://img3.doubanio.com/lpic/s6932794.jpg	笑猫日记-一头灵魂出窍的猪	8.1	412
9787540426040	1047806	26.7%	60.0%	13.3%	0.0%	0.0%	5	0	0.0	5.0	19.0	42.0	https://img1.doubanio.com/lpic/s1035419.jpg	绘画与文学・绘画概说	7.4	15
9787535836885	3107327	47.1%	41.2%	11.8%	0.0%	0.0%	12	1	0.0	6.0	65.0	25.0	https://img3.doubanio.com/lpic/s9259215.jpg	吱咕.吱咕.嘎	8.9	51
9787806792780	1131488	55.6%	40.7%	0.0%	3.7%	0.0%	3	0	0.0	2.0	44.0	20.0	https://img3.doubanio.com/lpic/s1160561.jpg	鼹鼠进城历险记	8.9	26
9787537651622	26036887	31.3%	50.0%	18.8%	0.0%	0.0%	5	0	0.0	0.0	24.0	4.0	https://img1.doubanio.com/lpic/s27636678.jpg	铃木绘本蒲公英系列·我也呜嗷呜嗷地哭了	7.5	16
9787539116532	1799747	36.8%	50.0%	13.2%	0.0%	0.0%	9	0	0.0	6.0	98.0	86.0	https://img1.doubanio.com/lpic/s26552068.jpg	胆小如鼠的巨人和胆大包天的睡鼠	8.4	68
9787539193892	25916526	1	0	0	2	2	23	https://img3.doubanio.com/lpic/s27313112.jpg						蒲蒲兰绘本馆:自然科学绘本(鸟巢+树+田野花虫)	7.9	10
9787565129438	26923238	0	1	0	0	0	1	https://img1.doubanio.com/lpic/s29179128.jpg						《超级查理和失踪的外婆》	8.8	10
9787805673387	1039134	68.4%	28.6%	3.1%	0.0%	0.0%	16	280	0.0	10.0	119.0	19.0	https://img1.doubanio.com/lpic/s2641419.jpg	安徒生童话选集	9.3	98
9787020048298	1322449	78.0%	18.4%	2.8%	0.7%	0.0%	30	280	0.0	12.0	208.0	129.0	https://img3.doubanio.com/lpic/s1925482.jpg	安徒生童话故事集	9.4	141
9787500758488	1005455	71.4%	24.2%	4.4%	0.0%	0.0%	73	18	0.0	21.0	460.0	208.0	https://img3.doubanio.com/lpic/s1084484.jpg	淘气包埃米尔	9.3	360
9787507424904	10583192	30.8%	53.8%	15.4%	0.0%	0.0%	0	10	0.0	0.0	12.0	6.0	https://img3.doubanio.com/lpic/s9129615.jpg	微笑数学2岁（全3册）	7.8	13
9787539120997	1030328	42.2%	39.7%	16.4%	0.9%	0.9%	32	0	0.0	16.0	150.0	137.0	https://img1.doubanio.com/lpic/s1461409.jpg	人鸦	8.3	116
9787550611184	10593646	93.8%	0.0%	6.3%	0.0%	0.0%	2	3	0.0	10.0	9.0	59.0	https://img3.doubanio.com/lpic/s9053222.jpg	星辰守护者-爱上奔跑的羊-2	8.0	16
9787532486380	6758657	0	0	0	1	1	7	https://img3.doubanio.com/lpic/s6874253.jpg						小蛋壳历险记	8.5	10
9787300050157	1083308	35.7%	45.0%	19.4%	0.0%	0.0%	23	2	0.0	2.0	163.0	42.0	https://img3.doubanio.com/lpic/s1225930.jpg	太阳溪农场的丽贝卡	8.3	129
9787511217325	10810687	42.8%	43.6%	12.9%	0.5%	0.2%	375	25	0.0	91.0	1382.0	2116.0	https://img3.doubanio.com/lpic/s11160221.jpg	一个人的42公里	8.5	1097
9787555325703	26847737	2	0	0	0	2	2	https://img5.doubanio.com/lpic/s28943016.jpg						小小帽子	9.8	10
9787532251711	2027835	56.1%	33.9%	10.0%	0.0%	0.0%	154	15	0.0	40.0	830.0	1082.0	https://img3.doubanio.com/lpic/s2649324.jpg	云朵面包	8.9	611
9787534256301	4061972	61.3%	26.0%	10.1%	1.2%	1.3%	347	50	0.0	170.0	995.0	1533.0	https://img3.doubanio.com/lpic/s9437170.jpg	狼王梦	9.1	911
9787514508192	26537956	13.3%	20.0%	46.7%	20.0%	0.0%	11	0	0.0	2.0	16.0	13.0	https://img3.doubanio.com/lpic/s28221990.jpg	微世纪	6.9	15
9787532111596	1992412	12.5%	43.8%	43.8%	0.0%	0.0%	5	0	0.0	4.0	24.0	92.0	https://img1.doubanio.com/lpic/s2153418.jpg	北欧童话	7.3	16
9787538269918	1005312	32.8%	37.9%	25.9%	2.6%	0.8%	309	25	0.0	73.0	3152.0	1873.0	https://img3.doubanio.com/lpic/s1161470.jpg	开始	8.0	1935
9787513308977	19965955	58.3%	33.3%	8.3%	0.0%	0.0%	3	1	0.0	1.0	13.0	16.0	https://img3.doubanio.com/lpic/s24530934.jpg	小精灵和老鞋匠	7.8	12
9787563353286	1393442	56.5%	39.1%	0.0%	4.3%	0.0%	3	0	0.0	3.0	36.0	59.0	https://img1.doubanio.com/lpic/s1408647.jpg	写给孩子的哲学启蒙书（第3卷）	8.9	23
9784088538419	7015576	1	0	0	2	3	31	https://img3.doubanio.com/lpic/s27010753.jpg						幸せな時間―耳をすませば	8.1	10
9780060245863	2244387	34.0%	51.1%	14.9%	0.0%	0.0%	11	0	0.0	1.0	65.0	23.0	https://img1.doubanio.com/lpic/s4726187.jpg	If You Give a Mouse a Cookie	8.5	47
9787514807417	10828425	60.8%	26.6%	10.1%	2.5%	0.0%	24	0	0.0	22.0	77.0	194.0	https://img1.doubanio.com/lpic/s11373077.jpg	尖叫的海棠	8.1	79
9787540473464	26628814	10.0%	40.3%	42.8%	6.2%	0.7%	944	35	0.0	51.0	1856.0	963.0	https://img1.doubanio.com/lpic/s28370639.jpg	龙与地下铁	7.1	1699
9787532617067	1278822	38.1%	47.6%	14.3%	0.0%	0.0%	5	2	0.0	0.0	51.0	14.0	https://img1.doubanio.com/lpic/s1284097.jpg	皇帝的新装	8.3	21
9789867399526	1919733	49.6%	35.9%	13.8%	0.6%	0.1%	168	19	0.0	47.0	866.0	224.0	https://img1.doubanio.com/lpic/s4093689.jpg	彼得潘	8.6	668
9787806312469	1044377	76.9%	23.1%	0.0%	0.0%	0.0%	8	0	0.0	1.0	34.0	72.0	https://img3.doubanio.com/lpic/s1032613.jpg	埃梅童话	9.6	26
9787503948787	5938030	40.0%	46.7%	13.3%	0.0%	0.0%	9	1	0.0	4.0	19.0	28.0	https://img3.doubanio.com/lpic/s6283184.jpg	孩子的早期阅读课	7.7	15
9787533269463	11612035	41.2%	35.3%	23.5%	0.0%	0.0%	2	1	0.0	1.0	33.0	17.0	https://img3.doubanio.com/lpic/s25979450.jpg	袋鼠也有妈妈吗？	8.3	17
